2025-08-13 20:10:35 | INFO | conftest.py:391 | ✅ 成功删除数据库文件: /storage/emulated/0/hwsys/database/clouds.db
2025-08-13 20:10:57 | INFO | base_page.py:68 | 已加载配置文件: D:\clear6Trubo\data\locators\login_page.yaml (for LoginPage)
2025-08-13 20:10:57 | INFO | base_page.py:52 | 自动生成配置路径: data/locators/login_page.yaml
2025-08-13 20:10:57 | INFO | base_page.py:106 | 初始化页面: LoginPage | 平台: android
2025-08-13 20:10:57 | INFO | login_page.py:22 | 初始化登录页面: LoginPage
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-cancel_button = hanvon.aebr.hanvondrive:id/janCancel
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/janCancel
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: cancel_button -> ('id', 'hanvon.aebr.hanvondrive:id/janCancel')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-home_bind = hanvon.aebr.hanvondrive:id/drive_gridview
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/drive_gridview
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: home_bind -> ('id', 'hanvon.aebr.hanvondrive:id/drive_gridview')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-password_field = hanvon.aebr.hanvondrive:id/passEt
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/passEt
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: password_field -> ('id', 'hanvon.aebr.hanvondrive:id/passEt')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-return_button = hanvon.aebr.hanvondrive:id/bt_back
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/bt_back
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: return_button -> ('id', 'hanvon.aebr.hanvondrive:id/bt_back')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-show_password = hanvon.aebr.hanvondrive:id/showPass
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/showPass
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: show_password -> ('id', 'hanvon.aebr.hanvondrive:id/showPass')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-sure_button = hanvon.aebr.hanvondrive:id/janSure
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/janSure
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: sure_button -> ('id', 'hanvon.aebr.hanvondrive:id/janSure')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-username_field = hanvon.aebr.hanvondrive:id/userEt
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/userEt
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: username_field -> ('id', 'hanvon.aebr.hanvondrive:id/userEt')
2025-08-13 20:10:57 | INFO | test_data_loader.py:13 | 项目根目录: D:\clear6Trubo
2025-08-13 20:10:57 | INFO | test_data_loader.py:19 | 完整文件路径: D:\clear6Trubo\data\test_data\login_data_positive.json
2025-08-13 20:10:57 | INFO | test_data_loader.py:20 | 文件存在: True
2025-08-13 20:10:57 | INFO | base_page.py:52 | 自动生成配置路径: data/locators/home_clouds_page.yaml
2025-08-13 20:10:57 | INFO | base_page.py:68 | 已加载配置文件: D:\clear6Trubo\data\locators\home_clouds_page.yaml (for HomeCloudsPage)
2025-08-13 20:10:57 | INFO | base_page.py:52 | 自动生成配置路径: data/locators/home_clouds_page.yaml
2025-08-13 20:10:57 | INFO | base_page.py:106 | 初始化页面: HomeCloudsPage | 平台: android
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：home-aliyun_home_id = com.Hanovn.HanovnBrowser:id/content_frame
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: com.Hanovn.HanovnBrowser:id/content_frame
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: aliyun_home_id_locator -> ('id', 'com.Hanovn.HanovnBrowser:id/content_frame')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：home-baidu_home_cloud_id = hanvon.aebr.hanvondrive:id/tv_drive
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/tv_drive
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: baidu_home_id_locator -> ('id', 'hanvon.aebr.hanvondrive:id/tv_drive')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：home-nut_webdav_home_cloud_id = hanvon.aebr.hanvondrive:id/bt_back
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/bt_back
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: nut_webdav_home_id_locator -> ('id', 'hanvon.aebr.hanvondrive:id/bt_back')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：home-onedrive_home_id = android:id/content
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: android:id/content
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: onedrive_home_id_locator -> ('id', 'android:id/content')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：home-public_resource_id = hanvon.aebr.hanvondrive:id/detailFileLayout
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/detailFileLayout
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: public_resource_id_locator -> ('id', 'hanvon.aebr.hanvondrive:id/detailFileLayout')
2025-08-13 20:10:57 | INFO | base_page.py:52 | 自动生成配置路径: data/locators/login_page.yaml
2025-08-13 20:10:57 | INFO | base_page.py:52 | 自动生成配置路径: data/locators/login_page.yaml
2025-08-13 20:10:57 | INFO | base_page.py:106 | 初始化页面: LoginPage | 平台: android
2025-08-13 20:10:57 | INFO | login_page.py:22 | 初始化登录页面: LoginPage
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-cancel_button = hanvon.aebr.hanvondrive:id/janCancel
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/janCancel
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: cancel_button -> ('id', 'hanvon.aebr.hanvondrive:id/janCancel')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-home_bind = hanvon.aebr.hanvondrive:id/drive_gridview
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/drive_gridview
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: home_bind -> ('id', 'hanvon.aebr.hanvondrive:id/drive_gridview')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-password_field = hanvon.aebr.hanvondrive:id/passEt
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/passEt
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: password_field -> ('id', 'hanvon.aebr.hanvondrive:id/passEt')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-return_button = hanvon.aebr.hanvondrive:id/bt_back
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/bt_back
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: return_button -> ('id', 'hanvon.aebr.hanvondrive:id/bt_back')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-show_password = hanvon.aebr.hanvondrive:id/showPass
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/showPass
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: show_password -> ('id', 'hanvon.aebr.hanvondrive:id/showPass')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-sure_button = hanvon.aebr.hanvondrive:id/janSure
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/janSure
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: sure_button -> ('id', 'hanvon.aebr.hanvondrive:id/janSure')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：nut_login_page-username_field = hanvon.aebr.hanvondrive:id/userEt
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/userEt
2025-08-13 20:10:57 | DEBUG | loactor_validator.py:50 | 定位器验证通过: username_field -> ('id', 'hanvon.aebr.hanvondrive:id/userEt')
2025-08-13 20:10:57 | INFO | base_page.py:201 | 获取定位器：home-public_resource_id = hanvon.aebr.hanvondrive:id/detailFileLayout
2025-08-13 20:10:57 | INFO | base_page.py:179 | 处理完整资源ID: hanvon.aebr.hanvondrive:id/detailFileLayout
2025-08-13 20:10:57 | DEBUG | remote_connection.py:403 | DELETE http://127.0.0.1:4723/wd/hub/session/1f5f4a97-29b5-451c-be20-5eeb273bad44 {}
2025-08-13 20:10:59 | DEBUG | connectionpool.py:544 | http://127.0.0.1:4723 "DELETE /wd/hub/session/1f5f4a97-29b5-451c-be20-5eeb273bad44 HTTP/1.1" 200 0
2025-08-13 20:10:59 | DEBUG | remote_connection.py:436 | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'X-Powered-By': 'Express', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '14', 'ETag': 'W/"e-9/1BuKMgFObM1mWJm+YjxtXJnUM"', 'Date': 'Wed, 13 Aug 2025 12:10:59 GMT', 'Connection': 'keep-alive'})
2025-08-13 20:10:59 | DEBUG | remote_connection.py:465 | Finished Request
